"TERMS AND CONDITIONS"
"https://www.bankofcanada.ca/terms/"

"NAME"
"Canadian Survey of Consumer Expectations"

"DESCRIPTION"
"Canadian Survey of Consumer Expectations"

"LINK"
"https://www.bankofcanada.ca/?p=217951"

"SERIES"
"id","label","description"
"CES_C1_SHORT_TERM","1-year-ahead inflation expectations","Inflation expectations for each horizon: What do you expect the rate of inflation (deflation) to be? Perceptions about current inflation: What do you think the rate of inflation (deflation) was over the last 12 months?"
"CES_C1_MID_TERM","2-year-ahead inflation expectations","Inflation expectations for each horizon: What do you expect the rate of inflation (deflation) to be? Perceptions about current inflation: What do you think the rate of inflation (deflation) was over the last 12 months?"
"CES_C1_LONG_TERM","5-year-ahead inflation expectations","Inflation expectations for each horizon: What do you expect the rate of inflation (deflation) to be? Perceptions about current inflation: What do you think the rate of inflation (deflation) was over the last 12 months?"
"CES_C1_PERCEPTIONS","Perceptions about current inflation","Inflation expectations for each horizon: What do you expect the rate of inflation (deflation) to be? Perceptions about current inflation: What do you think the rate of inflation (deflation) was over the last 12 months?"
"CES_C2_UNCERTAINTY_SHORT_TERM","Uncertainty, 1-year-ahead inflation expectations","In your view, what would you say is the percent chance that, over the next 12 months (in 12 to 24 months / five years), the rate of inflation or deflation will be between 0% and 2%, 2% and 4% ...? (For example, there is ___ percent chance that the rate of inflation or deflation will be between 0% and 2%, 2% and 4% ...)"
"CES_C2_UNCERTAINTY_MID_TERM","Uncertainty, 2-year-ahead inflation expectations","In your view, what would you say is the percent chance that, over the next 12 months (in 12 to 24 months / five years), the rate of inflation or deflation will be between 0% and 2%, 2% and 4% ...? (For example, there is ___ percent chance that the rate of inflation or deflation will be between 0% and 2%, 2% and 4% ...)"
"CES_C2_UNCERTAINTY_LONG_TERM_REG","Uncertainty, 5-year-ahead inflation expectations","In your view, what would you say is the percent chance that, over the next 12 months (in 12 to 24 months / five years), the rate of inflation or deflation will be between 0% and 2%, 2% and 4% ...? (For example, there is ___ percent chance that the rate of inflation or deflation will be between 0% and 2%, 2% and 4% ...)"
"CES_C3_SHORT_TERM_INFLATION","1-year-ahead inflation expectations","Wage growth expectations: By about what percent do you expect your earnings* to have increased (decreased) over the next 12 months? Wage growth perceptions: By about what percent do you think your earnings have increased (decreased) over the past 12 months?"
"CES_C3_NEXT_12","Expected wage growth, next 12 months","Wage growth expectations: By about what percent do you expect your earnings* to have increased (decreased) over the next 12 months? Wage growth perceptions: By about what percent do you think your earnings have increased (decreased) over the past 12 months?"
"CES_C3_PAST_12","Perceptions about wage growth, past 12 months","Wage growth expectations: By about what percent do you expect your earnings* to have increased (decreased) over the next 12 months? Wage growth perceptions: By about what percent do you think your earnings have increased (decreased) over the past 12 months?"
"CES_C4_LOSE_JOB","Probability of losing job in the next 12 months (left scale)","Probability of losing job: What do you think is the percent chance that you will lose your job during the next 12 months? Probability of leaving job voluntarily: What do you think is the percent chance that you will leave your job voluntarily during the next 12 months? Probability of finding job: Suppose you were to lose your job. What do you think is the percent chance that within the following 3 months you would find a job that you would accept?"
"CES_C4_LEAVE_JOB","Probability of leaving job voluntarily in the next 12 months (left scale)","Probability of losing job: What do you think is the percent chance that you will lose your job during the next 12 months? Probability of leaving job voluntarily: What do you think is the percent chance that you will leave your job voluntarily during the next 12 months? Probability of finding job: Suppose you were to lose your job. What do you think is the percent chance that within the following 3 months you would find a job that you would accept?"
"CES_C4_FIND_JOB","Probability of finding job in the next 3 months if lost main job this month (right scale)","Probability of losing job: What do you think is the percent chance that you will lose your job during the next 12 months? Probability of leaving job voluntarily: What do you think is the percent chance that you will leave your job voluntarily during the next 12 months? Probability of finding job: Suppose you were to lose your job. What do you think is the percent chance that within the following 3 months you would find a job that you would accept?"
"CES_C5_INCOME","Expected income growth, next 12 months","Income growth: Over the next 12 months, by about what percent do you expect your total household income* to increase (decrease)? Spending growth: Over the next 12 months, by about what percent do you expect the total spending of all members of your household to increase (decrease)?"
"CES_C5_SPENDING","Expected spending growth, next 12 months","Income growth: Over the next 12 months, by about what percent do you expect your total household income* to increase (decrease)? Spending growth: Over the next 12 months, by about what percent do you expect the total spending of all members of your household to increase (decrease)?"
"CES_C6_ONE_YEAR","1 year ahead","At what level do you think interest rates on things such as mortgages, bank loans and savings will be in one year/two years/five years from now?"
"CES_C6_TWO_YEAR","2 years ahead","At what level do you think interest rates on things such as mortgages, bank loans and savings will be in one year/two years/five years from now?"
"CES_C6_FIVE_YEAR","5 years ahead","At what level do you think interest rates on things such as mortgages, bank loans and savings will be in one year/two years/five years from now?"
"CES_C7_QC","Quebec","By about what percent do you expect the average home price in your area to increase (decrease)?"
"CES_C7_ON","Ontario","By about what percent do you expect the average home price in your area to increase (decrease)?"
"CES_C7_MB","Manitoba","By about what percent do you expect the average home price in your area to increase (decrease)?"
"CES_C7_SK","Saskatchewan","By about what percent do you expect the average home price in your area to increase (decrease)?"
"CES_C7_AB","Alberta","By about what percent do you expect the average home price in your area to increase (decrease)?"
"CES_C7_BC","British Columbia","By about what percent do you expect the average home price in your area to increase (decrease)?"
"CES_C7_AT","Atlantic","By about what percent do you expect the average home price in your area to increase (decrease)?"
"CES_C7_CANADA","Canada","By about what percent do you expect the average home price in your area to increase (decrease)?"

"OBSERVATIONS"
"date","CES_C1_SHORT_TERM","CES_C1_MID_TERM","CES_C1_LONG_TERM","CES_C1_PERCEPTIONS","CES_C2_UNCERTAINTY_SHORT_TERM","CES_C2_UNCERTAINTY_MID_TERM","CES_C2_UNCERTAINTY_LONG_TERM_REG","CES_C3_SHORT_TERM_INFLATION","CES_C3_NEXT_12","CES_C3_PAST_12","CES_C4_LOSE_JOB","CES_C4_LEAVE_JOB","CES_C4_FIND_JOB","CES_C5_INCOME","CES_C5_SPENDING","CES_C6_ONE_YEAR","CES_C6_TWO_YEAR","CES_C6_FIVE_YEAR","CES_C7_QC","CES_C7_ON","CES_C7_MB","CES_C7_SK","CES_C7_AB","CES_C7_BC","CES_C7_AT","CES_C7_CANADA"
"2021Q4","4.89","4.12","3.50","4.10","2.29","2.11","2.01","4.89","2.04","1.89","13.41","19.30","49.69","2.17","4.74","3.91","4.10","5.01","5.38","8.75","3.07","4.77","4.73","5.82","5.70","5.73"
"2022Q1","5.07","4.62","3.23","5.03","2.60","2.34","2.15","5.07","2.17","1.94","15.17","21.95","50.22","2.09","4.87","3.97","4.90","5.76","6.04","9.00","6.25","4.41","5.12","8.93","8.73","7.12"
"2022Q2","6.82","5.02","4.00","6.06","2.42","2.25","1.93","6.82","2.29","2.00","11.38","20.47","50.18","2.14","4.88","4.80","5.10","5.56","7.09","7.73","5.39","4.20","5.15","7.12","7.37","6.00"
"2022Q3","7.11","5.22","3.44","7.96","2.57","2.38","2.17","7.11","2.61","2.05","14.62","25.48","50.59","2.82","4.86","5.13","5.94","5.18","2.75","0.70","2.84","2.55","1.81","1.59","1.94","1.80"
"2022Q4","7.18","5.14","3.10","7.94","2.42","2.16","1.78","7.18","2.48","1.93","13.93","19.62","50.35","2.50","4.91","5.93","5.99","5.39","2.00","0.64","1.14","1.74","1.80","0.10","2.70","1.45"
"2023Q1","6.03","4.27","2.92","7.12","2.52","2.22","2.13","6.03","2.62","2.16","10.93","19.46","50.56","3.17","5.05","5.99","5.19","4.97","2.55","2.24","2.23","2.06","2.36","2.22","3.94","2.33"
"2023Q2","5.09","3.93","2.89","7.02","2.52","2.05","2.52","5.09","2.57","2.15","10.27","19.62","50.05","2.87","4.82","5.21","5.04","4.92","4.03","4.63","3.33","3.59","4.06","4.56","4.40","4.34"
"2023Q3","5.03","4.04","2.75","6.60","2.17","1.93","1.76","5.03","2.72","2.22","10.61","20.06","49.72","2.86","4.61","5.96","5.87","5.04","4.83","4.92","2.81","4.40","4.92","5.03","5.20","4.88"
"2023Q4","4.91","3.94","2.62","5.90","2.06","1.91","1.82","4.91","2.73","2.26","10.87","15.87","49.13","2.90","4.34","5.93","5.95","5.17","4.60","4.14","4.25","5.71","4.12","4.15","5.02","4.38"
"2024Q1","4.92","3.76","3.12","5.25","2.02","1.96","1.95","4.92","2.76","2.31","10.80","19.26","49.44","3.12","4.57","5.14","5.09","4.88","4.74","4.74","6.72","4.02","5.35","4.21","7.15","4.84"
